date,title,link,PDF链接,PDF文本内容,PDF图片
2026-04-13,【4月24日-4月26日】“数智时代大学生领导力的挑战与重塑” 国际学术研讨会暨中欧LEAD学术联盟会议2号通...,https://www.cug.edu.cn/info/11050/117753.htm,,,
2026-03-30,【3月26日】丝路博士讲坛：答辩、学位申请及未来发展,https://www.cug.edu.cn/info/11050/117493.htm,,,
2026-03-21,【3月27日-29日】2026 年第九届图像与图形处理国际会议,https://www.cug.edu.cn/info/11050/117293.htm,,,
2026-03-17,【5月9日–10日】中国深部地热论坛2026暨中国自然资源学会地热资源与地质储能专委会成立大会 （一号通知...,https://www.cug.edu.cn/info/11050/117163.htm,,,
2026-03-12,【3月13日】2026年第3期名家论坛：英国杜伦大学郑冰寒教授学术报告,https://www.cug.edu.cn/info/11050/117043.htm,,,
2026-03-10,【3月12日】全球胜任力论坛：从学子到全球事务参与者:国际职业生涯中不可缺少的软技能,https://www.cug.edu.cn/info/11050/116903.htm,,,
2026-02-24,【4月24日-4月26日】“数智时代大学生领导力的挑战与重塑”国际学术研讨会暨中欧LEAD学术联盟会议通知（...,https://www.cug.edu.cn/info/11050/116653.htm,,,
2025-12-24,【12月26日】新时代高校学生国际就业力培养计划：商务部国际经贸司原一级巡视员：陈宁专题讲座,https://www.cug.edu.cn/info/11050/115623.htm,,,
2025-12-15,12月8日“南望今声”外语论坛系列讲座（80）：南京大学陈新仁教授学术报告,https://www.cug.edu.cn/info/11050/115443.htm,,,
2025-12-12,【2025年12月13-12月15日】计算机学院专业建设40周年暨空间地球大数据前沿进展论坛,https://www.cug.edu.cn/info/11050/115383.htm,,,
2025-12-09,“南望今声”外语论坛系列讲座（81）：武汉科技大学李金云教授讲座,https://www.cug.edu.cn/info/11050/115263.htm,,,
2025-12-08,【2025年12月5-12月7日】计算机学院专业建设40周年暨智能化软件与空间信息应用前沿进展论坛,https://www.cug.edu.cn/info/11050/115223.htm,,,
2025-12-03,【12月4日】艺媒学术论坛：长江日报社高级编辑毕竟学术报告,https://www.cug.edu.cn/info/11050/115033.htm,,,
2025-12-03,【12月4日】+丝路博士讲坛：Knowledge-Graph-Based Framework for Handling the Editorial Process,https://www.cug.edu.cn/info/11050/115023.htm,,,
2025-11-25,【11月28日】全球胜任力论坛：拆解全球贸易：WTO规则如何影响你买的每一件进口好物?,https://www.cug.edu.cn/info/11050/114773.htm,,,
2025-11-24,【11月25日】全球胜任力论坛：联合国大学的全球谈判专家课：如何成为下一个共识构建者?,https://www.cug.edu.cn/info/11050/114763.htm,,,
2025-11-13,【11月15日】计算机学院20周年暨CCF-CV进地大,https://www.cug.edu.cn/info/11050/114513.htm,,,
2025-11-11,【11月13日】丝路博士讲坛（总第77期）：The Art of High-Impact Scientific Publishing,https://www.cug.edu.cn/info/11050/114463.htm,,,
2025-11-10,【11月7日-9日】第二届全国乡村高层论坛,https://www.cug.edu.cn/info/11050/114413.htm,,,
2025-11-10,【11月12日】艺媒学术论坛：武汉大学城市设计学院黄敏副教授学术报告,https://www.cug.edu.cn/info/11050/114403.htm,,,
2025-11-04,“南望今声”外语论坛系列讲座（77）：中南财经政法大学王革教授讲座,https://www.cug.edu.cn/info/11050/114303.htm,,,
2025-10-17,【11月8-9日】第 33 届武汉国际珠宝学术年会会议通知（2 号通知）,https://www.cug.edu.cn/info/11050/113853.htm,,,
2025-10-16,【10月19日】长江文化高端论坛,https://www.cug.edu.cn/info/11050/113843.htm,,,
2025-10-16,【11月8-9日】第33届武汉国际珠宝学术年会-艺数设想·智绘未来,https://www.cug.edu.cn/info/11050/113833.htm,,,
2025-10-13,智能时代外语学科创新发展和跨学科融合学术研讨会 （1号通知）,https://www.cug.edu.cn/info/11050/113743.htm,,,
2025-10-11,第四届盐湖战略资源钾锂成矿规律、资源勘查与开发技术研讨会,https://www.cug.edu.cn/info/11050/113713.htm,,,
2025-10-11,【10月16日】 The Fundamentals of Academic Research: From Concept to Publication,https://www.cug.edu.cn/info/11050/113703.htm,,,
2025-10-09,【10月14-16日】第二届地震沉积学学术研讨会（三号会议通知）,https://www.cug.edu.cn/info/11050/113653.htm,,,
2025-09-22,【11月21-23日】2025年《国家科学评论》地球科学前沿论坛（第二轮通知）,https://www.cug.edu.cn/info/11050/113373.htm,,,
2025-09-04,【9月15日】全球胜任力论坛：联合国80年：如何重塑全球治理,https://www.cug.edu.cn/info/11050/113013.htm,,,
2025-08-26,【10月14日-16日】第二届地震沉积学学术研讨会（二号会议通知）,https://www.cug.edu.cn/info/11050/112743.htm,,,
2025-07-07,【4月25-30日】珠宝类国家标准宣贯会暨印石专题展会议通知,https://www.cug.edu.cn/info/11050/112013.htm,,,
2025-07-07,【2025年10月16-18日】第二届地震沉积学学术研讨会（一号会议通知）,https://www.cug.edu.cn/info/11050/112003.htm,,,
2025-07-07,【4月10日】全球胜任力论坛：东西方跨文化交流与沟通的技巧和策略,https://www.cug.edu.cn/info/11050/111983.htm,,,
2025-07-07,【5月29日-30日】第三届国际中巴经济走廊会议通知,https://www.cug.edu.cn/info/11050/111973.htm,,,
2025-07-07,【6月28日】首届蓝星奖颁奖典礼暨自然与文化遗产设计论坛会议通知,https://www.cug.edu.cn/info/11050/111963.htm,,,
2025-06-30,【6月30日】丝路博士讲坛（总第73期）：Adapting to Academic Life in China,https://www.cug.edu.cn/info/11050/111793.htm,,,
2025-06-23,【6月19日】艺媒学术论坛：华中师范大学新闻传播学院副教授刘震学术报告,https://www.cug.edu.cn/info/11050/111653.htm,,,
2025-06-15,【6月17日】丝路讲坛（总第17期）,https://www.cug.edu.cn/info/11050/111553.htm,,,
2025-06-04,【6月5日】Orientation Session for Newly English-Taught Courses,https://www.cug.edu.cn/info/11050/111323.htm,,,
2025-05-29,【5月29日】全球胜任力论坛：联合国需要什么样的中国青年,https://www.cug.edu.cn/info/11050/111243.htm,,,
2025-05-28,“南望今声”外语论坛系列讲座（76）：广东外语外贸大学秦丽莉教授讲座,https://www.cug.edu.cn/info/11050/111213.htm,,,
2025-05-28,【5月29日】第三届国际中巴经济走廊会议通知（第二次通知）,https://www.cug.edu.cn/info/11050/111233.htm,,,
2025-05-25,【5月28日】丝路讲坛（总第16期）：How to Make Your Scientific Paper More Publishable,https://www.cug.edu.cn/info/11050/111143.htm,,,
2025-05-22,【5月25日】名家论坛：中国科学院地球化学研究所冯新斌研究员学术报告,https://www.cug.edu.cn/info/11050/111063.htm,,,
2025-05-16,【5月20日】艺媒名家讲坛：中国工程院外籍院士康健学术报告,https://www.cug.edu.cn/info/11050/110933.htm,,,
2025-05-07,【5月29日】第三届国际中巴经济走廊会议通知（第一次通知）,https://www.cug.edu.cn/info/11050/110773.htm,,,
2025-04-30,【5月8日】全球胜任力论坛：从“一带一路”到全球三大倡议,https://www.cug.edu.cn/info/11050/110603.htm,,,
2025-04-30,【5月6日】全球胜任力论坛：从UNESCO 胜任力框架谈教科文职员的能力要求,https://www.cug.edu.cn/info/11050/110613.htm,,,
2025-04-27,【4月29日】丝路博士讲坛（总第72期）：学术道德与规范,https://www.cug.edu.cn/info/11050/110553.htm,,,
2025-04-22,“南望今声”外语论坛系列讲座（75）：图尔库大学荣休教授Yves Gambier讲座,https://www.cug.edu.cn/info/11050/110413.htm,,,
2025-04-19,【10月24日-27日】2025第九届全国成像光谱对地观测学术研讨会（一号通知）,https://www.cug.edu.cn/info/11050/110343.htm,,,
2025-04-11,【4月8日】科普大讲堂：武汉湖泊的形成、演化与保护,https://www.cug.edu.cn/info/11050/110223.htm,,,
2025-04-10,【4月11日】艺媒学术论坛：华东师范大学美术学院朱浒教授学术报告,https://www.cug.edu.cn/info/11050/110143.htm,,,
2025-04-08,【3月12日】全球胜任力论坛：全球卫生治理体系变革:困境与路径,https://www.cug.edu.cn/info/11050/110103.htm,,,
2025-03-28,【4月1日】名家论坛：崂山实验室蔡文炬院士学术报告,https://www.cug.edu.cn/info/11050/109863.htm,,,
2025-03-25,【3月27日】全球胜任力论坛：Statistics in the Social Sciences,https://www.cug.edu.cn/info/11050/109693.htm,,,
2025-03-18,【3月20日】丝路博士讲坛（圆桌讲坛）（总第71期）,https://www.cug.edu.cn/info/11050/109583.htm,,,
2025-03-12,【3月16日】科普大讲堂：《哪吒2》背后的火山密码——解读灾难中的新希望,https://www.cug.edu.cn/info/11050/109393.htm,,,
2025-03-11,【3月12日】全球胜任力论坛：全球卫生治理体系变革:困境与路径,https://www.cug.edu.cn/info/11050/109383.htm,,,
2025-03-03,【3月6日】宜居地球科普大讲堂：孙和平院士的科研生涯感悟分享,https://www.cug.edu.cn/info/11050/109153.htm,,,
2025-01-07,【1月8日】丝路博士论坛（总第70期）：How to Get Publish in High Level Paper – the Technique,https://www.cug.edu.cn/info/11050/105552.htm,,,
2025-01-02,【1月3日】“问道天地”文博论坛：高校知识产权信息服务赋能新质生产力,https://www.cug.edu.cn/info/11050/105551.htm,,,
2024-12-24,【12月24日】珠宝学术论坛：考古铸史--曾世家,https://www.cug.edu.cn/info/11050/105550.htm,,,
2024-12-13,【12月15日】珠宝学术论坛：数实融合——湖北省博物馆文创发展的转型实践,https://www.cug.edu.cn/info/11050/105546.htm,,,
2024-12-12,【12月26日】名家论坛：Hydrodynamic limits of some non-relativistic kinetic equations,https://www.cug.edu.cn/info/11050/105537.htm,,,
2024-12-12,【12月26日】名家论坛：An Approach to study compressible flow with strong boundary layer,https://www.cug.edu.cn/info/11050/105538.htm,,,
2024-12-11,【12月12日】珠宝学院学术论坛：科学切磨与国际宝石切磨赛事解析,https://www.cug.edu.cn/info/11050/105527.htm,,,
2024-12-06,【12月6日-8日】中国古生物学会新技术新方法专业委员会（筹） 第一届会员代表大会暨第一届一次学术年会...,https://www.cug.edu.cn/info/11050/105491.htm,https://ehall.cug.edu.cn/tp_fp/uploadfiles/serviceUpload/26b1a946-e24c-452d-aabf-39ffd28f8971/2024/12/6/5b961f46bc7c43dfb2a305f89982.pdf,,
2024-12-05,【12月6日】丝路博士论坛（总第69期）：Machine Learning Applications in Oil and Gas Engineering,https://www.cug.edu.cn/info/11050/105483.htm,,,
2024-12-04,【12月19日】“南望今声”外语论坛系列讲座（73）：AI时代的外语教学研究案例分析,https://www.cug.edu.cn/info/11050/105478.htm,,,
2024-12-04,【12月6-8日】第二届“煤地质学学科与煤系矿产资源研究前沿”学术论坛（3号通知）,https://www.cug.edu.cn/info/11050/105475.htm,https://ehall.cug.edu.cn/tp_fp/uploadfiles/serviceUpload/26b1a946-e24c-452d-aabf-39ffd28f8971/2024/12/4/287aca6ed59c4fcaa34bba92ea1e.pdf,,
2024-12-02,【12月5日】“南望今声”外语论坛系列讲座（72）：申报国家社科基金中华学术外译项目：认知、体悟与方法,https://www.cug.edu.cn/info/11050/105463.htm,,,
2024-12-02,【12月4日】名家论坛：地球科学与人类文明,https://www.cug.edu.cn/info/11050/105462.htm,,,
2024-11-28,【11月30日】全球胜任力论坛：美国大选后的中美关系与世界格局,https://www.cug.edu.cn/info/11050/107062.htm,,,
2024-11-25,【12月3日】珠宝学术论坛：设计形态学：设计学建构之新范式 邱松教授学术报告,https://www.cug.edu.cn/info/11050/105436.htm,,,
2024-11-20,【11月27日】艺媒名家讲坛：湖北省曲艺家协会主席陆鸣艺术家学术报告,https://www.cug.edu.cn/info/11050/105411.htm,,,
2024-11-20,【11月28日】艺媒名家讲坛：中国著名词曲作家解承强学术报告,https://www.cug.edu.cn/info/11050/105413.htm,,,
2024-11-20,【11月24日】数理论坛：大学数学课程教材建设和教学方法改革,https://www.cug.edu.cn/info/11050/105412.htm,,,
2024-11-19,【11月26日】“南望今声”外语论坛系列讲座（71）：岛脊曲线理论: 外语教学与研究的新理路,https://www.cug.edu.cn/info/11050/107052.htm,,,
2024-11-13,【11月14日】全球胜任力论坛：Be Ready for an International Career Development,https://www.cug.edu.cn/info/11050/105385.htm,,,
2024-11-13,【12月6日-8日】第二届“煤地质学学科与煤系矿产资源研究前沿”学术论坛（2号通知）,https://www.cug.edu.cn/info/11050/105384.htm,https://ehall.cug.edu.cn/tp_fp/uploadfiles/serviceUpload/26b1a946-e24c-452d-aabf-39ffd28f8971/2024/11/13/b9984fa981b244a5b0b9ec95cd54.pdf,,
2024-11-13,【11月18日】“南望今声”外语论坛系列讲座（70）：区域国别研究国家社科基金项目 的撰写与申报,https://www.cug.edu.cn/info/11050/105380.htm,,,
2024-11-11,【11月11日】艺媒学术论坛：武汉琴台太和琴社社长陈宜外专家学术报告,https://www.cug.edu.cn/info/11050/105368.htm,,,
2024-11-11,【11月12日】艺媒学术论坛：中国地质大学（武汉）珠宝学院国际课程负责人张明泽讲座,https://www.cug.edu.cn/info/11050/107072.htm,,,
2024-11-08,《丝路博士讲坛》总第68期,https://www.cug.edu.cn/info/11050/105351.htm,,,
2024-11-03,【11月4日】珠宝学术讲座：通过叙事展示贡献 —— 如何降低论文被直接拒稿的可能性,https://www.cug.edu.cn/info/11050/105315.htm,,,
2024-11-01,【11月7日】湖北省地球科学基础学科研究中心启动大会 暨“流域地球系统科学与长江发展”高端论坛 （二号...,https://www.cug.edu.cn/info/11050/105304.htm,https://ehall.cug.edu.cn/tp_fp/uploadfiles/serviceUpload/26b1a946-e24c-452d-aabf-39ffd28f8971/2024/11/1/e95c4704088446be8c91f07ba58b.pdf,,
2024-10-28,【10月29日】地空论坛：壳幔结构差异特征揭示藏北高原差异隆升机制,https://www.cug.edu.cn/info/11050/105272.htm,,,
2024-10-28,【10月29日】地空论坛：The boundary between the Indian and Asian tectonic plates,https://www.cug.edu.cn/info/11050/105271.htm,,,
2024-10-25,【10月29日】“南望今声”外语论坛系列讲座（69）：区域国别视域下外语学科的科研规划和学科拓展,https://www.cug.edu.cn/info/11050/105251.htm,,,
2024-10-22,【11月8-10日】第二十一届中国水论坛,https://www.cug.edu.cn/info/11050/105223.htm,https://ehall.cug.edu.cn/tp_fp/uploadfiles/serviceUpload/26b1a946-e24c-452d-aabf-39ffd28f8971/2024/10/17/b3bdf3d1d6ca4829b1657850de2c.pdf,,
2024-10-22,【10月27日】第三十二届武汉国际珠宝学术年会会议通知,https://www.cug.edu.cn/info/11050/105222.htm,https://ehall.cug.edu.cn/tp_fp/uploadfiles/serviceUpload/26b1a946-e24c-452d-aabf-39ffd28f8971/2024/10/12/b925e9ed05ca4421bc1825a628c5.pdf,,
2024-10-17,【10月18-21日】第二十五次全国环境微生物学学术研讨会,https://www.cug.edu.cn/info/11050/105171.htm,https://ehall.cug.edu.cn/tp_fp/uploadfiles/serviceUpload/26b1a946-e24c-452d-aabf-39ffd28f8971/2024/10/17/6021ccf5e2b14cfb9a8009585a9a.pdf,,
2024-10-15,【10月17日】全球胜任力论坛：厚植家国情怀 筑梦国际组织  --上合组织秘书处实习经验分享及申请流程,https://www.cug.edu.cn/info/11050/105141.htm,,,
2024-10-12,【10月18日】“南望今声”外语论坛系列讲座（67）：与ChatGPT一起读/译《静夜思》,https://www.cug.edu.cn/info/11050/105112.htm,,,
2024-10-12,【10月24日】“南望今声”外语论坛系列讲座（68）：以帮助海外受众理解为目标 ——谈谈中国话语的对外翻...,https://www.cug.edu.cn/info/11050/105113.htm,,,
2024-10-10,【10月18-19日】第十九届中西部地区翻译理论与教学研讨会暨翻译研究国际论坛（3号通知）,https://www.cug.edu.cn/info/11050/105093.htm,https://ehall.cug.edu.cn/tp_fp/uploadfiles/serviceUpload/26b1a946-e24c-452d-aabf-39ffd28f8971/2024/10/9/44df7071c8794ee1ac123ef1d0cc.pdf,,
2024-10-09,【9月25日】丝路博士论坛（第67期）：From Scratch to Academic Excellence,https://www.cug.edu.cn/info/11050/105081.htm,,,
2024-09-25,【9月25日】地空论坛：双差衰减层析成像算法及其在地热和俯冲带区域的应用,https://www.cug.edu.cn/info/11050/105012.htm,,,
2024-09-24,【11月7日】湖北省地球科学基础学科研究中心启动大会暨“流域地球系统科学与长江发展”高端论坛（一号通...,https://www.cug.edu.cn/info/11050/105006.htm,https://ehall.cug.edu.cn/tp_fp/uploadfiles/serviceUpload/26b1a946-e24c-452d-aabf-39ffd28f8971/2024/9/24/6f16ec5cb3c54a1d9e1f41fae2f8.pdf,,
2024-09-23,【10月10-11日】2024中国智能地质装备技术发展论坛（二号通知）,https://www.cug.edu.cn/info/11050/104994.htm,,,
2024-09-20,【10月18-19日】第十九届中西部地区翻译理论与教学研讨会暨翻译研究国际论坛（2号通知）,https://www.cug.edu.cn/info/11050/104981.htm,https://ehall.cug.edu.cn/tp_fp/uploadfiles/serviceUpload/26b1a946-e24c-452d-aabf-39ffd28f8971/2024/9/18/4b9df98250464b049636ab6569e1.pdf,,
2024-09-14,【10月28日-11月2日】2024年亚洲通量网（AsiaFlux）年度会议通知（第三轮通知）,https://www.cug.edu.cn/info/11050/104974.htm,https://ehall.cug.edu.cn/tp_fp/uploadfiles/serviceUpload/26b1a946-e24c-452d-aabf-39ffd28f8971/2024/9/11/33cf4bc9cb1142369161840ac63b.pdf,,
2024-09-10,【9月7日】全球胜任力论坛：全球治理中的国际组织与当代青年的国际胜任力,https://www.cug.edu.cn/info/11050/104952.htm,,,
2024-09-03,【2024年10月10日至11日】2024 中国智能地质装备技术发展论坛（一号通知）,https://www.cug.edu.cn/info/11050/104894.htm,https://ehall.cug.edu.cn/tp_fp/uploadfiles/serviceUpload/26b1a946-e24c-452d-aabf-39ffd28f8971/2024/9/3/f3de4c1e9b4b48f2b7ba2046daee.pdf,,
2024-08-26,【8月26日】 空间更新与韧性治理：城市更新理论及方法,https://www.cug.edu.cn/info/11050/104852.htm,https://ehall.cug.edu.cn/tp_fp/uploadfiles/serviceUpload/26b1a946-e24c-452d-aabf-39ffd28f8971/2024/8/26/31ed53094674469098c37e60cce6.pdf,,
2024-07-19,【7月22日】信息前沿未来论坛：中国科学院计算技术研究所张杰副研究员学术报告,https://www.cug.edu.cn/info/11050/104727.htm,,,
2024-06-27,【6月27日】艺媒学术论坛：浙江理工大学服装学院院长崔荣荣教授学术报告,https://www.cug.edu.cn/info/11050/104647.htm,,,
2024-06-25,【10月18-19日】第十九届中西部地区翻译理论与教学研讨会暨翻译研究国际论坛（1号通知）,https://www.cug.edu.cn/info/11050/104642.htm,https://ehall.cug.edu.cn/tp_fp/uploadfiles/serviceUpload/26b1a946-e24c-452d-aabf-39ffd28f8971/2024/6/24/e2598eaed55c4122aac7757a5254.pdf,,
2024-06-13,【6月20日】“南望今声”外语论坛系列讲座（六十六）：翻译史书写研究,https://www.cug.edu.cn/info/11050/104599.htm,,,
2024-06-13,【6月14日】地空论坛：高山峡谷区滑坡灾害InSAR 早期识别与监测预警,https://www.cug.edu.cn/info/11050/104598.htm,,,
2024-06-06,【6月6日】体育学术论坛：《武汉体育学院学报》资深编审付志华学术报告会,https://www.cug.edu.cn/info/11050/104573.htm,,,
2024-06-04,【6月4日】珠宝学术讲座：设计的本质--约束下的潜能延伸  中央美术学院郝凝辉报告,https://www.cug.edu.cn/info/11050/104558.htm,,,
2024-06-03,【6月3日】地空论坛：The Crust of Mars as seen by InSight,https://www.cug.edu.cn/info/11050/104555.htm,,,
2024-05-29,【5月29日】地空论坛：震源快速反演：从小时级到分钟级,https://www.cug.edu.cn/info/11050/104531.htm,,,
2024-05-29,【5月29日】地空论坛：空间大地测量下断层破碎带的研究与意义,https://www.cug.edu.cn/info/11050/104530.htm,,,
2024-05-22,【5月23日】丝路博士论坛（2024-5）：Developing a Rigorous and Impactful Research Approach: A Path ...,https://www.cug.edu.cn/info/11050/104509.htm,,,
2024-05-22,【5月29日】名家论坛：地质微生物学：现代与古环境中微生物-矿物相互作用,https://www.cug.edu.cn/info/11050/104508.htm,,,
2024-05-21,【10月18-21日】第二十五次全国环境微生物学学术研讨会（第一轮通知）,https://www.cug.edu.cn/info/11050/104505.htm,https://ehall.cug.edu.cn/tp_fp/uploadfiles/serviceUpload/26b1a946-e24c-452d-aabf-39ffd28f8971/2024/5/21/24af727873174c5788eae4f32d6b.pdf,,
2024-05-15,【5月31日】“南望今声”外语论坛系列讲座（六十四）：利用语料库提高学术写作中词法使用的恰当性和准确...,https://www.cug.edu.cn/info/11050/104483.htm,,,
2024-05-15,【5月31日】“南望今声”外语论坛系列讲座（六十五）：隐喻——科学交流的起点: 关于跨学科词汇隐喻运用...,https://www.cug.edu.cn/info/11050/104481.htm,,,
2024-05-13,【5月15日】艺媒学术论坛：AI人工智能时代如何用善意创作设计项目,https://www.cug.edu.cn/info/11050/104460.htm,,,
2024-05-11,【5月11日】地空论坛：探地雷达数值模拟与地球物理反演成像新方法探索,https://www.cug.edu.cn/info/11050/104457.htm,,,
2024-05-10,【5月14日】“南望今声”外语论坛系列讲座（63）：“心有猛虎， 细嗅蔷薇”—— 科研方法与论文写作的内...,https://www.cug.edu.cn/info/11050/104456.htm,,,
